tegund,argerd,aflgjafi,akstur,skipting,verd,aldur
LEXUS NX300H EXE,2015-10-01,Bensín/Rafmagn,51000,Sjálfskipting,5790000,3.750684931506849
LEXUS NX300H,2015-08-01,Bensín/Rafmagn,39000,Sjálfskipting,5790000,3.9178082191780823
MERCEDES-BENZ C 200 AMG PAKKI,2015-06-01,Bensín,26000,Sjálfskipting,5790000,4.0849315068493155
MERCEDES-BENZ ML 350 BLUETEC 4MATIC,2012-09-01,Dísel,46000,Sjálfskipting,5790000,6.832876712328767
MERCEDES-BENZ CLA 200 D 4MATIC,2017-09-01,Dísel,9000,Sjálfskipting,5790000,1.83013698630137
MERCEDES-BENZ CLA 220 CDI,2016-05-01,Dísel,29000,Sjálfskipting,5790000,3.1671232876712327
MERCEDES-BENZ CLA 250,2016-08-01,Bensín,32000,Sjálfskipting,5790000,2.915068493150685
MERCEDES-BENZ CLA 250 4MATIC SHOOTING BRAKE,2016-04-01,Bensín,35000,Sjálfskipting,5790000,3.249315068493151
MERCEDES-BENZ C 200 AMG,2015-06-01,Bensín,19000,Sjálfskipting,5790000,4.0849315068493155
MITSUBISHI PAJERO INSTYLE DID AT,2016-06-01,Dísel,51500,Sjálfskipting,5790000,3.0821917808219177
MITSUBISHI PAJERO INSTYLE,2016-06-01,Dísel,51000,Sjálfskipting,5790000,3.0821917808219177
NISSAN X-TRAIL TEKNA PLUS,2017-09-01,Dísel,25000,Sjálfskipting,5790000,1.83013698630137
PORSCHE CAYENNE TURBO,2007-09-01,Bensín,89000,Sjálfskipting,5790000,11.838356164383562
RENAULT ESPACE,2018-01-01,Dísel,15000,Sjálfskipting,5790000,1.4958904109589042
TOYOTA LAND CRUISER 150 GX,2015-09-01,Dísel,147000,Sjálfskipting,5790000,3.8328767123287673
TOYOTA LAND CRUISER 150 GX,2013-05-01,Dísel,180000,Sjálfskipting,5790000,6.16986301369863
VW TIGUAN COMFORTLINE R-LINE,2016-07-01,Dísel,36000,Sjálfskipting,5790000,3
AUDI Q5,2013-07-01,Dísel,122000,Sjálfskipting,5800000,6.002739726027397
NISSAN PATROL GR,2009-07-01,Dísel,282000,Sjálfskipting,5800000,10.005479452054795
TOYOTA LAND CRUISER 150 VX,2012-01-01,Dísel,89000,Sjálfskipting,5800000,7.501369863013698
FORD TRANSIT L3H3 170 HÖ,2018-11-01,Dísel,1000,Sjálfskipting,5850000,0.663013698630137
JEEP GRAND CHEROKEE LAREDO,2014-06-01,Bensín,92000,Sjálfskipting,5850000,5.0849315068493155
KIA SORENTO,2017-01-01,Dísel,41000,Sjálfskipting,5850000,2.495890410958904
LAND ROVER DISCOVERY 4 SE,2013-08-01,Dísel,140000,Sjálfskipting,5850000,5.917808219178082
RENAULT KOLEOS INTENS,2018-08-01,Dísel,4000,Sjálfskipting,5850000,0.915068493150685
KIA SORENTO LUXURY,2016-01-01,Dísel,66000,Sjálfskipting,5880000,3.4986301369863013
MERCEDES-BENZ C 350 E,2017-07-01,Bensín/Rafmagn,9000,Sjálfskipting,5880000,2
MERCEDES-BENZ GLC 220 D 4MATIC,2016-05-01,Dísel,105000,Sjálfskipting,5880000,3.1671232876712327
MITSUBISHI PAJERO INSTYLE LEDUR/GLERÞAK,2016-06-01,Dísel,49000,Sjálfskipting,5880000,3.0821917808219177
NISSAN PATROL GR,2006-05-01,Dísel,161000,Sjálfskipting,5880000,13.175342465753424
PORSCHE CAYENNE,2010-08-01,Dísel,144000,Sjálfskipting,5880000,8.92054794520548
BMW 5 M5,2007-07-01,Bensín,105000,Sjálfskipting,5890000,12.008219178082191
BMW X4 XDRIVE20D,2015-04-01,Dísel,57000,Sjálfskipting,5890000,4.252054794520548
BMW 5 520D XDRIVE M PACK,2016-09-01,Dísel,40000,Sjálfskipting,5890000,2.83013698630137
BMW 5 535D XDRIVE,2013-10-01,Dísel,105000,Sjálfskipting,5890000,5.750684931506849
JAGUAR XE PRESTIGE AWD,2017-11-01,Dísel,22000,Sjálfskipting,5890000,1.663013698630137
JAGUAR XF,2014-04-01,Dísel,50000,Sjálfskipting,5890000,5.252054794520548
KIA SPORTAGE GT LINE,2017-05-01,Dísel,32000,Sjálfskipting,5890000,2.1671232876712327
KIA SORENTO LUXURY,2017-05-01,Dísel,69000,Sjálfskipting,5890000,2.1671232876712327
KIA SORENTO LUXARY,2017-05-01,Dísel,69000,Sjálfskipting,5890000,2.1671232876712327
LAND ROVER DISCOVERY SPORT PANORAMA 7SÆTA,2017-10-01,Dísel,39000,Sjálfskipting,5890000,1.747945205479452
LAND ROVER RANGE ROVER EVOQUE SE+,2017-04-01,Dísel,39000,Sjálfskipting,5890000,2.249315068493151
MERCEDES-BENZ CLA 200 D 4MATIC,2017-09-01,Dísel,11000,Sjálfskipting,5890000,1.83013698630137
MERCEDES-BENZ CLA 200 D 4MATIC,2017-09-01,Dísel,11000,Sjálfskipting,5890000,1.83013698630137
MERCEDES-BENZ CLS 350 AMG LOOK 4MATIC CDI,2011-11-01,Dísel,140000,Sjálfskipting,5890000,7.668493150684932
MERCEDES-BENZ SPRINTER 316 CDI,2013-05-01,Dísel,147000,Sjálfskipting,5890000,6.16986301369863
MITSUBISHI PAJERO INSTYLE,2016-06-01,Dísel,76000,Sjálfskipting,5890000,3.0821917808219177
TOYOTA HILUX VX,2017-01-01,Dísel,100000,Sjálfskipting,5890000,2.495890410958904
TOYOTA RAV4 VX HYBRID,2018-05-01,Bensín/Rafmagn,14000,Sjálfskipting,5890000,1.167123287671233
TOYOTA YARIS GRMN,2018-05-01,Bensín,1000,Beinskipting,5890000,1.167123287671233
TOYOTA RAV4 VX,2018-05-01,Bensín,150,Sjálfskipting,5890000,1.167123287671233
TOYOTA LAND CRUISER 150 GX,2013-05-01,Dísel,104000,Sjálfskipting,5890000,6.16986301369863
BMW 5 520D XDRIVE M-TECH,2015-04-01,Dísel,40000,Sjálfskipting,5900000,4.252054794520548
FORD MUSTANG GT,2006-04-01,Bensín,89000,Sjálfskipting,5900000,13.257534246575343
GATSBY ROADSTER CABRIOLET,1979-01-01,Bensín,39000,Sjálfskipting,5900000,40.52328767123288
HONDA CIVIC 5DR,2018-03-01,Bensín,20000,Beinskipting,5900000,1.3342465753424657
LAND ROVER DEFENDER,2015-03-01,Dísel,68000,Beinskipting,5900000,4.336986301369863
LEXUS RX 450H LUXURY,2013-01-01,Bensín/Rafmagn,79000,Sjálfskipting,5900000,6.498630136986302
LEXUS RX 450H,2013-01-01,Bensín/Rafmagn,79000,Sjálfskipting,5900000,6.498630136986302
LEXUS RX 450H LUXURY,2013-02-01,Bensín/Rafmagn,108000,Sjálfskipting,5900000,6.413698630136986
MERCEDES-BENZ ML 250 BLUETEC 4MATIC,2014-06-01,Dísel,93000,Sjálfskipting,5900000,5.0849315068493155
MERCEDES-BENZ VITO MIXTO 119-4MATIC,2017-08-01,Dísel,52000,Sjálfskipting,5900000,1.915068493150685
MERCEDES-BENZ GLA 200 D 4MATIC,2017-11-01,Dísel,6000,Sjálfskipting,5900000,1.663013698630137
PORSCHE CAYENNE,2011-03-01,Dísel,99000,Sjálfskipting,5900000,8.33972602739726
TOYOTA LAND CRUISER 150 VX,2013-06-01,Dísel,150000,Sjálfskipting,5900000,6.0849315068493155
NISSAN NAVARA ACENTA+,2017-09-01,Dísel,18000,Sjálfskipting,5940000,1.83013698630137
NISSAN NAVARA ACENTA,2017-09-01,Dísel,18500,Sjálfskipting,5940000,1.83013698630137
NISSAN NAVARA ACENTA+,2017-09-01,Dísel,12000,Sjálfskipting,5940000,1.83013698630137
AUDI Q5,2016-01-01,Dísel,62000,Sjálfskipting,5950000,3.4986301369863013
AUDI Q5,2015-10-01,Dísel,64000,Sjálfskipting,5950000,3.750684931506849
AUDI Q5,2016-03-01,Dísel,58000,Sjálfskipting,5950000,3.334246575342466
AUDI A4 QUATTRO AVANT,2017-03-01,Dísel,42000,Sjálfskipting,5950000,2.334246575342466
AUDI Q5 QUATTRO TDI PANORAMA,2015-07-01,Dísel,50000,Sjálfskipting,5950000,4.002739726027397
BMW X5 M-TECH 307 HÖ,2012-11-01,Dísel,99000,Sjálfskipting,5950000,6.6657534246575345
BMW 6 640D GRAN COUPE,2012-06-01,Dísel,101000,Sjálfskipting,5950000,7.0849315068493155
FORD E350,2014-06-01,Bensín,98000,Sjálfskipting,5950000,5.0849315068493155
KIA SPORTAGE LUXURY MHEV,2018-12-01,Dísel,23000,Sjálfskipting,5950000,0.5808219178082191
LEXUS NX300H COMFORT,2016-04-01,Bensín/Rafmagn,39000,Sjálfskipting,5950000,3.249315068493151
MAZDA CX-5 OPTIMUM,2018-07-01,Dísel,17000,Sjálfskipting,5950000,1
MERCEDES-BENZ ML 250 BLUETEC 4MATIC BLUE TEC AMG,2014-04-01,Dísel,73000,Sjálfskipting,5950000,5.252054794520548
MERCEDES-BENZ M L 250 BLUETEC 4MATIC,2014-06-01,Dísel,63000,Sjálfskipting,5950000,5.0849315068493155
MERCEDES-BENZ ATEGO 816 L,2014-09-01,Dísel,65000,Sjálfskipting,5950000,4.832876712328767
MERCEDES-BENZ C 350 E,2018-03-01,Bensín/Rafmagn,16000,Sjálfskipting,5950000,1.3342465753424657
MERCEDES-BENZ ML 250 BLUETEC 4MATIC,2014-06-01,Dísel,53000,Sjálfskipting,5950000,5.0849315068493155
MERCEDES-BENZ CLA 220 D AMG,2017-08-01,Dísel,17000,Sjálfskipting,5950000,1.915068493150685
MERCEDES-BENZ ATEGO 816 L,2014-09-01,Dísel,65000,Beinskipting,5950000,4.832876712328767
VW CRAFTER,2014-07-01,Dísel,109000,Beinskipting,5950000,5.002739726027397
LAND ROVER RANGE ROVER 5.0 SC AUTOBIOGRAPHY,2011-11-01,Bensín,89000,Sjálfskipting,5970000,7.668493150684932
AUDI A6 AVANT QUATTRO S-LINE TDI,2017-01-01,Dísel,32000,Sjálfskipting,5980000,2.495890410958904
AUDI Q5 QUATTRO,2014-12-01,Dísel,45000,Sjálfskipting,5980000,4.583561643835616
BMW 5 530E IPERFORMANCE,2017-10-01,Bensín/Rafmagn,14000,Sjálfskipting,5980000,1.747945205479452
HYUNDAI SANTA FE PREMIUM,2017-09-01,Dísel,28000,Sjálfskipting,5980000,1.83013698630137
LAND ROVER RANGE ROVER EVOQUE SE+,2016-11-01,Dísel,63000,Sjálfskipting,5980000,2.663013698630137
LAND ROVER DISCOVERY 4 HSE,2012-06-01,Dísel,125000,Sjálfskipting,5980000,7.0849315068493155
LAND ROVER DEFENDER,2015-03-01,Dísel,81000,Beinskipting,5980000,4.336986301369863
MERCEDES-BENZ ML 350 BLUE TEC,2012-01-01,Dísel,103000,Sjálfskipting,5980000,7.501369863013698
MERCEDES-BENZ ML 63 AMG 177,2008-05-01,Bensín,116000,Sjálfskipting,5980000,11.172602739726027
MERCEDES-BENZ ML 350 BLUETEC 4MATIC,2013-09-01,Dísel,69000,Sjálfskipting,5980000,5.832876712328767
MERCEDES-BENZ GL 350 BLUETEC 4MATIC,2012-06-01,Dísel,93000,Sjálfskipting,5980000,7.0849315068493155
MERCEDES-BENZ S 450 4MATIC,2009-12-01,Bensín,125000,Sjálfskipting,5980000,9.586301369863014
MITSUBISHI PAJERO INSTYLE,2017-06-01,Dísel,83000,Sjálfskipting,5980000,2.0821917808219177
MITSUBISHI PAJERO INSTYLE+,2017-05-01,Dísel,79000,Sjálfskipting,5980000,2.1671232876712327
MITSUBISHI PAJERO INSTYLE,2017-05-01,Dísel,76000,Sjálfskipting,5980000,2.1671232876712327
TOYOTA PROACE GX LANGUR 2.0,2019-06-01,Dísel,12,Beinskipting,5980000,0.0821917808219178
TOYOTA LAND CRUISER 150 SERIES,2015-12-01,Dísel,118000,Sjálfskipting,5980000,3.5835616438356164
VOLVO XC60 AWD D4,2015-11-01,Dísel,35000,Sjálfskipting,5980000,3.665753424657534
AUDI A4 AVANT QUATTRO,2018-11-01,Dísel,28000,Sjálfskipting,5990000,0.663013698630137
AUDI A6 AVANT S-LINE QUATTRO,2016-11-01,Dísel,26000,Sjálfskipting,5990000,2.663013698630137
AUDI A6 AVANT QUATTRO S LINE,2017-06-01,Dísel,25000,Sjálfskipting,5990000,2.0821917808219177
AUDI Q5 QUATTRO,2015-07-01,Dísel,72000,Sjálfskipting,5990000,4.002739726027397
AUDI A7 SPORTBACK QUATTRO S-LINE,2013-10-01,Dísel,99000,Sjálfskipting,5990000,5.750684931506849
BMW 530E IPERFORMANCE PLUG-IN,2018-02-01,Bensín/Rafmagn,9000,Sjálfskipting,5990000,1.4109589041095891
BMW 5 525D XDRIVE,2017-03-01,Dísel,31000,Sjálfskipting,5990000,2.334246575342466
BMW 520D XDRIVE,2016-01-01,Dísel,54000,Sjálfskipting,5990000,3.4986301369863013
CHEVROLET CORVETTE COUPE C6,2004-01-01,Bensín,96000,Sjálfskipting,5990000,15.506849315068493
FORD FOCUS RS,2017-05-01,Bensín,33000,Beinskipting,5990000,2.1671232876712327
FORD TOURNEO CUSTOM,2017-12-01,Dísel,59000,Beinskipting,5990000,1.5808219178082192
FORD F350 LARIAT,2012-06-01,Dísel,132000,Sjálfskipting,5990000,7.0849315068493155
FORD ,2017-12-01,Dísel,59000,Beinskipting,5990000,1.5808219178082192
FORD-CNG-TECHNIK FOCUS RS,2016-05-01,Bensín,28000,Beinskipting,5990000,3.1671232876712327
HYUNDAI SANTA FE PREMIUM PANORAMA,2017-09-01,Dísel,28000,Sjálfskipting,5990000,1.83013698630137
HYUNDAI SANTA FE PREMIUM,2017-09-01,Dísel,29000,Sjálfskipting,5990000,1.83013698630137
HYUNDAI SANTA FE PREMIUM,2017-09-01,Dísel,28000,Sjálfskipting,5990000,1.83013698630137
HYUNDAI SANTA FE PREMIUM,2016-06-01,Dísel,27000,Sjálfskipting,5990000,3.0821917808219177
HYUNDAI SANTA FE PREMIUM PANORAMA,2017-09-01,Dísel,27000,Sjálfskipting,5990000,1.83013698630137
ISUZU D-MAX,2018-07-01,Dísel,16000,Sjálfskipting,5990000,1
ISUZU D-MAX PRO,2018-07-01,Dísel,15000,Sjálfskipting,5990000,1
JAGUAR XF PRESTIGE,2017-03-01,Dísel,31000,Sjálfskipting,5990000,2.334246575342466
JEEP CHEROKEE LONGITUDE LUXURY,2017-08-01,Dísel,32000,Sjálfskipting,5990000,1.915068493150685
JEEP COMPASS LIMITED,2018-05-01,Dísel,16000,Sjálfskipting,5990000,1.167123287671233
JEEP GRAND CHEROKEE OVERLAND,2014-07-01,Bensín,59000,Sjálfskipting,5990000,5.002739726027397
JEEP CHEROKEE LONGITUDE LUXURY,2018-05-01,Dísel,22000,Sjálfskipting,5990000,1.167123287671233
JEEP GRAND CHEROKEE OVERLAND,2014-07-01,Bensín,75000,Sjálfskipting,5990000,5.002739726027397
KIA SORENTO,2018-02-01,Dísel,66000,Sjálfskipting,5990000,1.4109589041095891
KIA SORENTO EX,2018-02-01,Dísel,66000,Sjálfskipting,5990000,1.4109589041095891
KIA SPORTAGE LUXURY,2018-09-01,Dísel,7000,Sjálfskipting,5990000,0.8301369863013699
KIA SORENTO,2018-02-01,Dísel,63000,Sjálfskipting,5990000,1.4109589041095891
KIA SORENTO EX,2017-06-01,Dísel,47000,Sjálfskipting,5990000,2.0821917808219177
KIA SPORTAGE EX,2018-10-01,Dísel,6000,Sjálfskipting,5990000,0.7479452054794521
KIA SORENTO PREMIUM,2015-08-01,Dísel,50000,Sjálfskipting,5990000,3.9178082191780823
LAND ROVER DISCOVERY SPORT HSE,2016-04-01,Dísel,30000,Sjálfskipting,5990000,3.249315068493151
LAND ROVER DISCOVERY SPORT,2018-05-01,Dísel,35000,Sjálfskipting,5990000,1.167123287671233
LAND ROVER DISCOVERY SPORT,2018-03-01,Dísel,56000,Sjálfskipting,5990000,1.3342465753424657
LAND ROVER RANGE ROVER EVOQUE,2017-03-01,Dísel,54000,Sjálfskipting,5990000,2.334246575342466
LAND ROVER DISCOVERY 4 SE,2014-04-01,Dísel,148000,Sjálfskipting,5990000,5.252054794520548
LAND ROVER DEFENDER,2010-06-01,Dísel,118000,Beinskipting,5990000,9.087671232876712
LAND ROVER RANGE ROVER EVOQUE SE,2016-12-01,Dísel,19000,Sjálfskipting,5990000,2.580821917808219
LAND ROVER DISCOVERY LIMITED,2014-06-01,Dísel,105000,Sjálfskipting,5990000,5.0849315068493155
LAND ROVER RANGE ROVER EVOQUE SE,2016-03-01,Dísel,33000,Sjálfskipting,5990000,3.334246575342466
LAND ROVER RANGE ROVER EVOQUE,2017-03-01,Dísel,50000,Sjálfskipting,5990000,2.334246575342466
LAND ROVER DISCOVERY SPORT BLACK LINE,2016-03-01,Dísel,67000,Sjálfskipting,5990000,3.334246575342466
LAND ROVER DISCOVERY 4 HSE LIMITED,2012-06-01,Dísel,126000,Sjálfskipting,5990000,7.0849315068493155
LAND ROVER DISCOVERY SPORT,2016-03-01,Dísel,65000,Sjálfskipting,5990000,3.334246575342466
LAND ROVER DISCOVERY 4 HSE,2012-06-01,Dísel,120000,Sjálfskipting,5990000,7.0849315068493155
LAND ROVER DISCOVERY 4 HSE,2012-06-01,Dísel,126000,Sjálfskipting,5990000,7.0849315068493155
LAND ROVER DISCOVERY 4 HSE,2010-06-01,Dísel,112000,Sjálfskipting,5990000,9.087671232876712
LAND ROVER DISCOVERY 4 SD HSE,2012-07-01,Dísel,119000,Sjálfskipting,5990000,7.002739726027397
LAND ROVER LIMITED DISCOVERY SPORT,2015-07-01,Dísel,67000,Sjálfskipting,5990000,4.002739726027397
LAND ROVER LIMITED DISCOVERY S,2014-06-01,Dísel,88000,Sjálfskipting,5990000,5.0849315068493155
LEXUS RX 450H EXE HYBRID SÓLLÚGA,2014-11-01,Bensín/Rafmagn,44000,Sjálfskipting,5990000,4.6657534246575345
MERCEDES-BENZ ML 350 BLUETEC 4MATIC,2013-06-01,Dísel,122000,Sjálfskipting,5990000,6.0849315068493155
MERCEDES-BENZ CLS 63 AMG,2007-09-01,Bensín,87000,Sjálfskipting,5990000,11.838356164383562
MERCEDES-BENZ ML 250 BLUETEC 4MATIC,2014-01-01,Dísel,75000,Sjálfskipting,5990000,5.498630136986302
MERCEDES-BENZ ML 63 AMG 177,2007-12-01,Bensín,119000,Sjálfskipting,5990000,11.58904109589041
MERCEDES-BENZ ML 250 BLUETEC 4MATIC BLUE TEC,2014-11-01,Dísel,46000,Sjálfskipting,5990000,4.6657534246575345
MERCEDES-BENZ CLS 63 AMG,2007-05-01,Bensín,58000,Sjálfskipting,5990000,12.175342465753424
MERCEDES-BENZ CLS 63 AMG,2007-05-01,Bensín,59000,Sjálfskipting,5990000,12.175342465753424
MERCEDES-BENZ ML,2014-11-01,Dísel,46000,Sjálfskipting,5990000,4.6657534246575345
MERCEDES-BENZ CLA 200 D,2018-05-01,Dísel,14000,Sjálfskipting,5990000,1.167123287671233
MERCEDES-BENZ ML 250 BLUETEC 4MATIC,2014-01-01,Dísel,75000,Sjálfskipting,5990000,5.498630136986302
MERCEDES-BENZ C 350 E PLUG IN HYBRID,2018-11-01,Bensín/Rafmagn,5000,Sjálfskipting,5990000,0.663013698630137
MERCEDES-BENZ CLA 200 D,2018-05-01,Dísel,14000,Sjálfskipting,5990000,1.167123287671233
MERCEDES-BENZ C 350 E PLUG IN HYBRID,2018-10-01,Bensín/Rafmagn,5000,Sjálfskipting,5990000,0.7479452054794521
MERCEDES-BENZ CLA 250 4MATIC,2015-07-01,Bensín,54000,Sjálfskipting,5990000,4.002739726027397
MERCEDES-BENZ SPRINTER 316 CDI 15 SÆTA,2013-05-01,Dísel,132000,Sjálfskipting,5990000,6.16986301369863
MERCEDES-BENZ ML 350 BLUETEC 4MATIC,2012-10-01,Dísel,123000,Sjálfskipting,5990000,6.750684931506849
MERCEDES-BENZ GLK 220 CDI 4MATIC,2015-04-01,Dísel,37000,Sjálfskipting,5990000,4.252054794520548
MERCEDES-BENZ ML 350 4MATIC BLUETEC,2014-11-01,Dísel,50000,Sjálfskipting,5990000,4.6657534246575345
MERCEDES-BENZ C 350 E-TRONIC PLUG-IN HYBRID,2016-08-01,Bensín/Rafmagn,40000,Sjálfskipting,5990000,2.915068493150685
MERCEDES-BENZ C 350 E-TRONIC PLUG-IN HYBRID,2016-08-01,Bensín/Rafmagn,45000,Sjálfskipting,5990000,2.915068493150685
NISSAN NAVARA TEKNA,2016-12-01,Dísel,50000,Sjálfskipting,5990000,2.580821917808219
NISSAN PATROL GR,2007-06-01,Dísel,137000,Sjálfskipting,5990000,12.09041095890411
NISSAN X-TRAIL TEKNA,2017-11-01,Dísel,24000,Sjálfskipting,5990000,1.663013698630137
NISSAN NAVARA NP300,2016-12-01,Dísel,51000,Sjálfskipting,5990000,2.580821917808219
NISSAN PATROL GR,2007-06-01,Dísel,137000,Sjálfskipting,5990000,12.09041095890411
NISSAN PATROL GR,2007-06-01,Dísel,136000,Sjálfskipting,5990000,12.09041095890411
PORSCHE CAYENNE,2011-02-01,Dísel,120000,Sjálfskipting,5990000,8.416438356164383
PORSCHE CAYENNE -GÆÐABÍLL-,2011-02-01,Dísel,120000,Sjálfskipting,5990000,8.416438356164383
PORSCHE CAYENNE,2011-02-01,Dísel,112000,Sjálfskipting,5990000,8.416438356164383
PORSCHE CAYENNE,2011-03-01,Dísel,98000,Sjálfskipting,5990000,8.33972602739726
PORSCHE CAYENNE,2011-07-01,Dísel,112000,Sjálfskipting,5990000,8.005479452054795
PORSCHE CAYENNE,2011-11-01,Dísel,143000,Sjálfskipting,5990000,7.668493150684932
PORSCHE CAYENNE,2011-11-01,Dísel,143000,Sjálfskipting,5990000,7.668493150684932
RENAULT KOLEOS INTENS,2018-08-01,Dísel,4000,Sjálfskipting,5990000,0.915068493150685
RENAULT ESPACE INITIALE PARIS,2017-05-01,Dísel,20000,Sjálfskipting,5990000,2.1671232876712327
SKODA KODIAQ STYLE,2017-11-01,Dísel,16000,Sjálfskipting,5990000,1.663013698630137
SUBARU FORESTER LUX,2019-01-01,Bensín,2000,Sjálfskipting,5990000,0.4958904109589041
"TOYOTA RAV4 VX,",2018-08-01,Bensín,11000,Sjálfskipting,5990000,0.915068493150685
TOYOTA LAND CRUISER 150 GX,2016-03-01,Dísel,99000,Sjálfskipting,5990000,3.334246575342466
TOYOTA HILUX DOUBLE CAB VX,2016-11-01,Dísel,56000,Sjálfskipting,5990000,2.663013698630137
TOYOTA RAV4 VX HYBRID,2018-01-01,Bensín/Rafmagn,10000,Sjálfskipting,5990000,1.4958904109589042
TOYOTA LAND CRUISER 150,2014-06-01,Dísel,118000,Sjálfskipting,5990000,5.0849315068493155
TOYOTA LAND CRUISER 150 SERIES,2016-06-01,Dísel,101000,Sjálfskipting,5990000,3.0821917808219177
TOYOTA LAND CRUISER 150 GX,2015-05-01,Dísel,140000,Sjálfskipting,5990000,4.16986301369863
TOYOTA LAND CRUISER 150 VX,2012-03-01,Dísel,168000,Sjálfskipting,5990000,7.336986301369863
TOYOTA LAND CRUISER 150 GX,2016-03-01,Dísel,95000,Sjálfskipting,5990000,3.334246575342466
TOYOTA RAV4 VX HYBRID FULL COLOR,2018-04-01,Bensín/Rafmagn,11000,Sjálfskipting,5990000,1.2493150684931507
TOYOTA LAND CRUISER 150 GX,2013-10-01,Dísel,105000,Sjálfskipting,5990000,5.750684931506849
TOYOTA LAND CRUISER 150 GX,2012-05-01,Dísel,162000,Sjálfskipting,5990000,7.16986301369863
TOYOTA LAND CRUISER 150 GX,2015-09-01,Dísel,99000,Sjálfskipting,5990000,3.8328767123287673
VOLVO XC60,2017-07-01,Dísel,90000,Sjálfskipting,5990000,2
VOLVO XC60,2017-05-01,Dísel,93000,Sjálfskipting,5990000,2.1671232876712327
VOLVO XC60 R-DESIGN AWD,2017-06-01,Dísel,38000,Sjálfskipting,5990000,2.0821917808219177
VOLVO XC60,2017-03-01,Dísel,98000,Sjálfskipting,5990000,2.334246575342466
VOLVO XC60 INSCIPTION,2016-09-01,Dísel,58000,Sjálfskipting,5990000,2.83013698630137
VOLVO V60 TWIN ENGINE HYBRID,2016-05-01,Dísel/Rafmagn,17000,Sjálfskipting,5990000,3.1671232876712327
VW CARAVELLE 9-MANNA,2017-05-01,Dísel,62000,Sjálfskipting,5990000,2.1671232876712327
"VW TOUAREG 3,0TDI",2015-01-01,Dísel,36000,Sjálfskipting,5990000,4.498630136986302
VW CARAVELLE,2017-05-01,Dísel,59000,Sjálfskipting,5990000,2.1671232876712327
IVECO DAILY 35C15,2015-04-01,Dísel,70000,Sjálfskipting,6000000,4.252054794520548
VOLVO XC60,2016-12-01,Dísel,17000,Sjálfskipting,6000000,2.580821917808219
LAND ROVER RANGE ROVER EVOQUE SE,2017-10-01,Dísel,16000,Sjálfskipting,6090000,1.747945205479452
MERCEDES-BENZ V 250 4MATIC KLASSE,2017-05-01,Dísel,218000,Sjálfskipting,6100000,2.1671232876712327
TOYOTA LAND CRUISER 200,2009-07-01,Dísel,196000,Sjálfskipting,6100000,10.005479452054795
CHEVROLET CAMARO SS,2011-05-01,Bensín,65000,Sjálfskipting,6150000,8.172602739726027
MERCEDES-BENZ GLC 220 D 4MATIC,2015-11-01,Dísel,68000,Sjálfskipting,6150000,3.665753424657534
TOYOTA LAND CRUISER 200,2009-07-01,Dísel,199000,Sjálfskipting,6150000,10.005479452054795
TOYOTA LAND CRUISER 200 VX,2009-07-01,Dísel,199000,Sjálfskipting,6150000,10.005479452054795
TOYOTA LAND CRUISER 150 GX,2013-06-01,Dísel,146000,Sjálfskipting,6150000,6.0849315068493155
MITSUBISHI PAJERO INSTYLE,2016-05-01,Dísel,80000,Sjálfskipting,6180000,3.1671232876712327
ISUZU D-MAX ATFS PRO,2018-07-01,Dísel,17000,Sjálfskipting,6189000,1
AUDI Q7,2011-07-01,Dísel,120000,Sjálfskipting,6190000,8.005479452054795
BMW 5 525D XDRIVE,2016-09-01,Dísel,33000,Sjálfskipting,6190000,2.83013698630137
HONDA CR-V EXECUTIVE,2018-12-01,Bensín,7000,Sjálfskipting,6190000,0.5808219178082191
HYUNDAI SANTA FE PREMIUM,2016-07-01,Dísel,36000,Sjálfskipting,6190000,3
LAND ROVER DISCOVERY 4 SE,2014-05-01,Dísel,89000,Sjálfskipting,6190000,5.16986301369863
LAND ROVER DISCOVERY SPORT HSE,2015-07-01,Dísel,67000,Sjálfskipting,6190000,4.002739726027397
LAND ROVER DISCOVERY SPORT HSE,2015-07-01,Dísel,67000,Sjálfskipting,6190000,4.002739726027397
LAND ROVER DISCOVERY SPORT HSE,2015-07-01,Dísel,67000,Sjálfskipting,6190000,4.002739726027397
MERCEDES-BENZ CLA 220 D,2017-05-01,Dísel,25000,Sjálfskipting,6190000,2.1671232876712327
MERCEDES-BENZ CLA 200 D,2018-05-01,Dísel,9000,Sjálfskipting,6190000,1.167123287671233
MERCEDES-BENZ CLA 200 D,2018-05-01,Dísel,9000,Sjálfskipting,6190000,1.167123287671233
MERCEDES-BENZ ML 350 BLUETEC 4MATIC,2012-10-01,Dísel,117000,Sjálfskipting,6190000,6.750684931506849
MITSUBISHI PAJERO INSTYLE,2017-06-01,Dísel,63000,Sjálfskipting,6190000,2.0821917808219177
MITSUBISHI PAJERO DID INSTYLE DIS,2017-06-01,Dísel,63000,Sjálfskipting,6190000,2.0821917808219177
"PEUGEOT 5008 GT 2,0 BLUEHDI",2018-05-01,Dísel,18000,Sjálfskipting,6190000,1.167123287671233
RENAULT KOLEOS INTIALE PARIS,2018-03-01,Dísel,14000,Sjálfskipting,6190000,1.3342465753424657
RENAULT KOLEOS INITIAL PARIS,2018-03-01,Dísel,15000,Sjálfskipting,6190000,1.3342465753424657
RENAULT ESPACE ZEN BOSE,2018-01-01,Dísel,16000,Sjálfskipting,6190000,1.4958904109589042
